balloon_id,balloon_color,pop_time,strategy_name,threshold,end_PnL
0,orange,1,oracle,1,0
1,blue,3,oracle,2,2
2,red,15,oracle,9,11
3,red,8,oracle,9,11
4,red,12,oracle,9,20
5,blue,4,oracle,2,22
6,purple,1,oracle,1,22
7,red,5,oracle,9,22
8,blue,5,oracle,2,24
9,purple,1,oracle,1,24
10,purple,1,oracle,1,24
11,blue,8,oracle,2,26
12,purple,1,oracle,1,26
13,red,9,oracle,9,26
14,red,6,oracle,9,26
15,purple,1,oracle,1,26
16,orange,1,oracle,1,26
17,orange,4,oracle,1,27
18,blue,2,oracle,2,27
19,orange,1,oracle,1,27
20,red,2,oracle,9,27
21,red,2,oracle,9,27
22,purple,1,oracle,1,27
23,purple,2,oracle,1,28
24,orange,2,oracle,1,29
25,purple,1,oracle,1,29
26,orange,1,oracle,1,29
27,blue,5,oracle,2,31
28,red,12,oracle,9,40
29,blue,2,oracle,2,40
30,orange,2,oracle,1,41
31,red,17,oracle,9,50
32,blue,11,oracle,2,52
33,orange,1,oracle,1,52
34,red,7,oracle,9,52
35,red,2,oracle,9,52
36,orange,1,oracle,1,52
37,blue,1,oracle,2,52
38,purple,1,oracle,1,52
39,blue,1,oracle,2,52
40,blue,1,oracle,2,52
41,blue,4,oracle,2,54
42,purple,1,oracle,1,54
43,red,1,oracle,9,54
44,red,1,oracle,9,54
45,orange,2,oracle,1,55
46,purple,2,oracle,1,56
47,red,6,oracle,9,56
48,purple,1,oracle,1,56
49,purple,1,oracle,1,56
50,purple,1,oracle,1,56
51,red,2,oracle,9,56
52,blue,5,oracle,2,58
53,purple,2,oracle,1,59
54,blue,4,oracle,2,61
55,purple,2,oracle,1,62
56,orange,2,oracle,1,63
57,purple,1,oracle,1,63
58,blue,1,oracle,2,63
59,blue,2,oracle,2,63
60,blue,4,oracle,2,65
61,purple,1,oracle,1,65
62,purple,1,oracle,1,65
63,orange,1,oracle,1,65
64,red,4,oracle,9,65
65,purple,2,oracle,1,66
66,blue,1,oracle,2,66
67,orange,2,oracle,1,67
68,purple,1,oracle,1,67
69,red,6,oracle,9,67
70,blue,1,oracle,2,67
71,red,30,oracle,9,76
72,orange,1,oracle,1,76
73,purple,1,oracle,1,76
74,orange,1,oracle,1,76
75,orange,1,oracle,1,76
76,orange,1,oracle,1,76
77,orange,1,oracle,1,76
78,purple,1,oracle,1,76
79,purple,1,oracle,1,76
80,purple,1,oracle,1,76
81,orange,2,oracle,1,77
82,orange,1,oracle,1,77
83,purple,1,oracle,1,77
84,red,2,oracle,9,77
85,red,13,oracle,9,86
86,red,6,oracle,9,86
87,orange,1,oracle,1,86
88,purple,1,oracle,1,86
89,purple,1,oracle,1,86
